id,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,career_Accountant,career_Artist,career_Banker,career_Business Owner,career_Construction Engineer,career_Designer,career_Doctor,career_Game Developer,career_Government Officer,career_Lawyer,career_Real Estate Developer,career_Software Engineer,career_Stock Investor,career_Teacher,career_Unknown
799,1,0,2,0,7,88,85,100,68,65,97,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
800,1,0,5,0,4,94,68,72,99,83,53,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
801,0,0,4,1,14,67,100,77,85,73,95,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
802,0,0,1,1,29,92,63,99,77,82,88,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
803,0,1,3,0,20,76,75,60,77,71,70,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,0,0,3,1,24,86,75,96,62,81,91,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
805,0,0,3,1,27,94,94,86,62,73,90,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
806,0,0,3,0,31,100,85,62,62,89,65,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
807,0,0,4,0,27,74,84,71,93,65,98,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
808,1,0,2,0,23,99,98,70,73,63,62,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
810,0,0,2,0,35,99,96,100,95,90,95,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,1,0,1,1,33,97,76,99,85,98,62,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
812,1,0,5,1,11,81,71,76,95,99,85,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
813,0,0,9,0,10,95,88,62,85,82,94,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
814,1,1,6,0,3,55,69,53,75,86,95,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
816,1,0,5,0,34,98,84,90,83,84,61,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
817,0,0,7,0,15,88,67,71,85,68,88,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,0,0,1,0,20,87,99,92,85,62,69,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
819,1,0,1,0,3,73,74,94,76,97,86,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
821,0,0,1,0,27,88,82,90,94,99,78,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
822,1,1,0,0,29,95,62,68,64,71,87,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
823,0,0,1,1,2,73,71,60,70,78,72,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
824,0,0,5,0,9,70,88,100,91,98,68,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
825,1,0,7,0,14,84,100,99,94,84,86,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
826,1,0,8,0,25,88,60,87,90,87,86,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
827,1,0,1,1,9,66,65,82,96,87,87,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
829,1,0,5,0,31,71,92,60,73,74,86,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
830,1,0,5,0,3,76,77,99,87,95,94,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
831,0,0,5,0,12,78,95,66,70,75,99,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
834,1,0,2,0,4,96,63,85,77,82,65,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
835,1,0,2,0,25,82,84,93,70,99,66,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
836,1,0,1,0,33,81,91,71,79,98,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
837,1,1,1,0,24,97,80,67,71,75,96,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
838,0,0,3,0,0,92,65,95,60,93,69,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
839,1,1,6,0,0,81,77,92,97,62,65,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
840,0,0,2,0,3,99,69,71,84,96,84,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
841,1,0,2,0,26,97,100,87,90,96,86,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
842,1,0,7,0,31,80,87,94,68,89,82,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
843,0,0,4,0,20,88,62,91,83,97,83,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
844,0,0,1,0,9,95,72,99,67,83,78,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
847,1,1,1,1,4,82,69,91,95,82,85,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
848,1,0,3,1,2,90,74,88,97,88,73,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
849,0,0,5,0,32,94,90,81,82,100,82,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
850,1,1,7,0,2,87,84,76,87,65,80,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
851,0,1,1,0,2,86,66,88,98,68,79,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
852,0,0,6,0,19,84,85,83,69,82,91,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
853,1,0,4,0,12,86,63,85,64,98,97,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,0,0,4,0,22,87,94,72,93,44,92,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,1,0,0,0,21,96,63,77,93,61,86,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
858,0,1,4,0,5,54,93,96,59,84,79,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
859,0,0,3,1,5,59,100,64,68,86,89,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
860,0,0,2,0,8,92,99,93,82,97,70,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
861,1,0,4,0,25,100,62,78,74,72,73,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
862,1,0,5,0,34,92,81,84,84,84,66,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,1,0,3,0,0,75,66,91,73,100,94,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
864,0,0,0,0,34,93,74,63,97,64,61,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
865,1,0,2,0,31,100,96,67,63,91,96,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
866,0,1,7,0,1,80,84,67,96,88,94,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
867,0,0,1,1,28,100,92,66,96,76,88,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
869,0,0,1,0,26,95,69,91,67,67,70,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
870,1,0,1,0,21,100,67,100,65,67,92,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
871,1,0,4,0,22,96,73,90,84,64,75,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
872,0,0,3,0,30,60,67,94,74,71,98,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
874,1,0,5,0,24,85,100,93,64,81,78,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
876,1,0,1,0,24,92,63,87,92,81,78,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
877,1,0,5,0,3,90,89,95,73,79,98,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
878,1,1,6,1,4,73,53,68,60,95,96,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
879,0,0,5,0,42,90,89,92,93,97,92,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
880,0,0,6,0,24,87,87,86,91,90,75,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,0,0,1,0,0,93,96,70,92,65,90,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
882,0,0,3,0,4,75,91,68,86,81,72,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
883,0,0,3,0,25,96,100,99,82,79,95,89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
884,0,1,1,1,1,63,75,68,63,63,73,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
885,1,0,5,0,35,85,90,89,98,100,97,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
886,1,0,7,0,20,93,61,65,77,97,90,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
887,0,0,7,0,11,60,92,82,65,82,91,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
888,1,1,3,0,21,95,91,63,83,75,73,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
889,1,1,9,0,1,61,73,76,51,76,50,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
890,0,0,3,0,15,97,81,65,70,62,96,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
891,1,0,1,0,33,90,64,91,93,86,91,97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
893,1,0,2,1,24,85,74,68,68,75,78,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
894,0,0,1,0,13,82,87,98,73,74,89,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
895,1,1,6,0,5,95,88,66,72,92,52,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
896,1,0,1,1,12,95,96,66,68,90,91,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
897,1,0,4,1,8,81,90,71,97,81,86,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
898,0,0,2,0,8,62,69,99,95,73,79,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
899,1,0,5,0,8,95,92,89,64,77,80,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
900,0,1,4,1,0,64,62,51,85,74,91,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
901,0,0,5,0,14,96,67,88,82,90,74,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
903,1,0,2,0,19,87,80,84,65,91,84,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
904,1,0,4,0,29,74,95,82,61,70,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
906,1,0,7,0,5,57,74,98,93,63,70,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
907,0,0,6,0,4,84,54,52,52,65,54,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
908,0,0,7,0,1,84,83,71,98,93,95,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
909,1,0,8,1,12,100,84,73,96,97,85,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
910,0,0,3,0,27,90,91,88,95,98,99,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
911,0,0,4,1,12,97,77,66,93,99,78,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
912,1,0,3,0,21,77,93,69,75,88,81,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
913,0,0,9,0,15,82,61,79,84,73,95,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
914,0,0,3,0,26,89,68,83,88,69,79,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
916,0,0,1,0,31,86,85,66,94,62,86,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
917,1,0,9,0,31,92,74,95,97,87,78,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,1,0,3,0,3,71,70,60,84,87,87,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
919,0,0,8,0,16,92,81,71,97,96,72,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
920,1,0,5,0,29,77,92,65,62,76,84,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
921,1,0,4,0,31,90,62,87,63,77,71,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
922,1,0,1,0,46,91,85,98,96,98,96,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
923,0,0,1,0,24,88,72,96,97,71,60,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
924,0,0,2,0,2,98,73,85,78,61,74,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
926,0,0,3,0,9,66,64,82,82,72,96,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
927,0,1,7,0,0,83,98,51,72,90,59,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
930,1,0,4,0,34,100,97,74,74,82,75,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
931,1,0,2,0,34,93,70,74,78,94,75,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
932,1,0,5,0,32,98,86,82,72,79,93,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
933,0,1,4,0,23,90,95,73,81,81,62,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
934,1,0,2,1,20,90,77,86,91,76,78,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
935,0,0,1,0,5,68,67,65,68,63,97,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
936,0,0,5,1,15,91,60,98,77,72,74,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
937,1,0,3,0,21,87,74,92,67,85,63,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
938,1,0,1,0,30,91,90,88,92,75,98,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
939,1,0,3,1,15,98,72,87,74,100,84,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,1,0,6,1,18,85,74,79,82,71,87,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
942,1,0,3,0,24,76,75,76,67,60,77,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,1,0,3,0,15,89,76,84,93,64,86,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
944,0,0,3,0,2,76,73,74,73,81,87,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
945,0,0,6,0,14,91,61,100,88,73,84,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
946,1,0,1,0,5,55,58,96,88,99,98,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
947,0,0,5,0,0,93,88,76,73,67,88,76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
948,0,0,1,0,10,84,68,60,86,90,84,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
949,0,1,5,0,2,62,65,98,52,66,94,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
950,1,0,3,0,30,80,81,75,72,71,84,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
951,0,0,7,0,28,93,84,85,94,95,74,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
952,0,0,0,1,29,92,82,63,61,66,84,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
953,0,0,0,0,35,87,89,91,89,93,92,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
954,0,0,1,0,12,83,69,93,60,98,83,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
955,1,1,3,0,32,95,75,87,67,96,86,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
956,1,0,2,0,27,79,65,92,67,78,66,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,0,0,4,0,25,87,68,84,92,96,88,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
959,1,0,3,0,2,82,77,95,81,83,73,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
960,0,0,2,0,24,90,98,89,78,74,93,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
961,0,0,4,0,16,100,68,62,76,72,94,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,1,0,7,1,1,98,85,75,66,73,88,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
963,1,0,0,0,2,80,84,94,63,62,72,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
964,0,0,1,0,35,89,91,96,100,95,93,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,0,0,0,0,5,96,67,74,90,75,95,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
967,0,0,2,0,26,64,65,97,96,80,80,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
968,1,0,3,0,41,89,89,100,96,96,85,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
969,0,0,2,1,6,97,78,99,88,69,98,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
970,1,0,3,0,35,91,97,87,93,94,90,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
971,1,0,0,1,30,96,98,99,65,95,76,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
972,1,0,2,1,12,81,68,97,86,90,78,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
973,0,0,2,0,29,87,89,61,66,72,90,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
974,0,1,9,1,4,67,56,77,93,95,50,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
975,0,1,2,0,0,100,95,60,89,77,89,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
976,1,0,3,0,17,88,74,60,60,78,94,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
977,0,0,1,1,20,86,64,100,76,99,77,86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
978,0,0,2,0,35,85,87,90,88,87,97,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,1,0,2,0,26,93,95,80,88,83,62,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
980,0,0,3,1,24,80,66,77,81,99,99,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
981,0,1,6,0,0,56,67,57,79,87,89,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
982,1,0,7,0,32,87,62,84,96,69,98,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
983,1,0,4,1,4,97,85,96,61,97,79,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
984,1,0,3,0,34,86,67,98,86,86,83,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,0,1,3,0,29,97,85,81,71,62,62,82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
986,1,0,2,1,35,91,94,97,97,100,88,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
987,0,0,5,0,23,86,64,96,84,86,96,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
988,1,1,8,0,5,90,97,54,59,82,76,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
989,0,0,0,0,1,95,87,87,84,95,84,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
990,1,0,1,0,31,90,100,76,76,84,79,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
991,0,0,1,1,14,66,68,87,70,77,76,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
992,1,0,6,0,3,81,92,72,91,67,71,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
993,1,1,2,0,18,85,99,86,69,68,98,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
994,1,0,1,1,47,94,90,95,85,98,91,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
995,0,0,2,0,4,81,71,83,63,80,79,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
996,1,1,1,1,32,97,87,95,67,98,93,89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
997,1,0,3,1,20,100,79,72,98,87,76,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,0,1,6,0,3,54,64,72,80,98,83,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
999,1,1,5,0,19,97,87,70,74,73,74,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1000,1,0,1,1,5,65,83,67,84,89,65,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1004,1,0,3,0,22,93,90,73,94,81,84,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1005,0,0,9,0,3,91,95,88,89,58,81,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1006,0,0,3,0,33,99,91,85,100,84,77,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,1,0,0,0,13,87,63,81,85,62,98,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1008,1,0,0,0,19,83,79,91,62,63,76,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1009,0,0,2,1,10,59,73,90,74,95,77,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1010,0,1,2,0,29,74,68,71,60,97,64,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1011,1,0,3,1,31,81,98,71,92,74,93,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1012,1,0,3,1,3,80,92,85,81,94,75,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1013,0,0,0,1,29,89,66,72,77,79,95,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1014,1,1,3,0,34,65,78,82,65,100,92,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1016,1,0,3,0,34,93,70,80,67,77,80,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1017,1,0,2,0,30,90,69,91,84,65,86,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1018,0,0,3,0,18,67,60,87,73,92,82,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1019,1,0,3,0,32,81,91,73,72,49,81,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,1,0,1,0,31,95,71,88,96,82,65,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1022,1,0,7,0,3,83,69,99,88,87,81,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1023,0,0,3,1,5,87,96,67,64,67,81,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,1,0,3,1,24,82,71,84,68,74,64,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1025,0,0,4,0,27,97,87,65,90,66,84,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,1,0,1,1,21,88,67,77,89,97,70,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1027,0,0,4,0,32,91,94,81,61,61,82,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1028,0,1,7,0,5,77,60,83,65,81,80,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1029,0,0,7,0,7,94,65,96,77,83,75,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1030,1,1,8,0,1,100,82,91,82,70,51,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1031,0,0,3,0,22,96,75,79,72,69,94,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1032,1,0,5,1,15,75,64,76,65,44,80,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,1,0,1,0,12,94,84,85,63,67,89,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1034,1,0,3,1,21,89,100,89,65,91,83,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1035,1,1,5,0,24,100,80,74,87,77,95,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1036,0,0,7,0,18,94,97,61,67,77,88,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,0,0,6,0,4,78,78,100,87,98,80,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1038,1,1,6,0,5,65,71,88,57,75,62,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1039,0,1,7,0,32,68,81,72,76,93,94,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,1,0,8,1,0,93,78,98,76,86,89,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,0,0,2,0,34,100,64,95,83,83,94,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,0,0,5,0,28,85,99,64,78,63,95,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1043,1,1,1,1,30,80,93,82,89,94,95,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1044,1,0,8,0,31,97,80,60,98,86,83,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1045,1,0,3,1,33,85,90,100,84,95,77,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1046,0,0,2,0,28,87,76,87,98,61,92,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1047,1,0,2,0,31,79,70,82,63,90,89,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1048,1,1,3,0,7,87,86,73,88,98,71,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1049,0,0,6,0,28,72,88,62,60,97,86,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1050,0,0,4,1,44,89,99,93,99,87,89,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1051,0,1,0,0,13,62,88,87,90,84,88,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1052,1,0,2,0,15,93,84,86,82,62,87,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1053,0,0,3,0,16,75,97,97,83,74,74,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,0,0,1,0,18,75,66,61,69,68,96,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1055,0,0,1,0,28,88,93,92,70,90,94,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1056,0,0,5,0,29,86,95,95,72,72,80,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1057,0,0,8,0,30,86,98,97,75,83,95,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1058,0,0,1,1,32,99,95,88,68,91,62,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1059,0,0,0,0,19,95,85,76,96,68,74,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1060,0,0,2,0,18,92,72,61,93,86,97,79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1061,0,0,5,0,23,88,91,96,99,85,62,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1062,1,0,7,0,16,92,60,76,61,94,93,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1063,0,1,8,0,1,70,70,75,83,60,86,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1064,1,1,1,0,35,85,90,98,92,89,88,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,1,0,3,0,32,79,78,69,80,72,71,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1066,1,0,0,0,31,60,88,75,94,87,82,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1068,1,0,3,0,24,99,77,82,60,88,91,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1069,0,0,4,0,13,93,61,71,82,43,94,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,1,0,1,0,4,63,72,92,82,84,82,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1071,0,0,1,0,1,81,86,84,78,63,86,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1072,0,0,5,0,27,60,61,66,82,100,76,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
