gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,geography_score,career_Accountant,career_Artist,career_Banker,career_Business Owner,career_Construction Engineer,career_Designer,career_Doctor,career_Game Developer,career_Government Officer,career_Lawyer,career_Real Estate Developer,career_Scientist,career_Software Engineer,career_Stock Investor,career_Teacher,career_Unknown,career_Writer
0,0,5,1,15,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,0,21,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,30,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,1,15,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,1,18,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,24,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,15,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,2,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,14,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,5,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,10,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,0,2,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,30,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,7,0,28,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,29,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,35,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,12,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,0,32,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,27,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,25,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,2,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,2,0,24,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,16,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,1,1,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,2,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,35,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,4,0,14,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,26,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,41,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,2,1,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,35,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,30,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,12,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,29,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,9,1,4,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,17,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,20,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,35,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2,0,26,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,1,24,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,6,0,0,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,32,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,4,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,3,0,34,89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,3,0,29,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,1,35,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,5,0,23,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,8,0,5,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,31,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,14,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,6,0,3,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,0,18,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,47,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,2,0,4,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,32,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,1,20,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,6,0,3,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,5,0,19,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,5,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,3,0,22,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,9,0,3,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,33,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,13,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,19,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,1,10,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,0,29,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,1,31,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3,1,3,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,29,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,0,34,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,34,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,30,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,18,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,32,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,31,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,7,0,3,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,1,5,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,24,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,27,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,21,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,32,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,7,0,5,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,8,0,1,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,22,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,1,15,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,12,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,3,1,21,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,5,0,24,92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,7,0,18,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,4,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,6,0,5,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,7,0,32,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,8,1,0,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,34,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,5,0,28,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,30,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,8,0,31,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3,1,33,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,28,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,31,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,0,7,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,6,0,28,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,4,1,44,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,13,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,15,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,16,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,18,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,28,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,5,0,29,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,8,0,30,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,32,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,19,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,18,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,5,0,23,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,7,0,16,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,8,0,1,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,35,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,3,0,32,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,31,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,24,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,13,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,27,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,7,0,4,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,1,35,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2,1,7,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,9,0,4,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,25,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,28,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,4,0,19,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,16,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,5,0,4,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,0,34,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,0,31,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,0,27,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,22,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,1,25,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,19,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,28,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,34,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,0,34,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,7,0,34,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,13,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,18,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,1,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,29,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,5,0,34,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,31,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2,0,14,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,1,32,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,5,0,33,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,32,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,11,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,12,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,24,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,29,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,33,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,13,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,10,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,3,0,38,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,2,0,5,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,1,35,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,21,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,15,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,28,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,5,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,2,0,35,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,8,1,28,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,16,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,29,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,6,0,35,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,29,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,1,14,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,11,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,1,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,4,0,14,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,4,1,11,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,28,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,6,0,18,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,31,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,6,0,2,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,32,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,3,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0,33,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,4,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,0,0,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,10,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,8,0,11,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,5,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,4,0,33,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,2,1,29,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,0,26,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,1,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,13,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,25,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,15,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,6,0,10,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,1,0,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,17,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,5,0,4,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,32,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,5,0,34,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,8,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,1,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,3,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,9,0,4,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,2,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,5,1,3,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,4,0,4,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,21,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,4,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,5,1,1,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,49,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,0,12,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,6,0,9,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,20,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,1,16,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,13,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,30,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,38,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,4,0,7,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,8,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,9,1,11,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,1,30,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,1,11,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,35,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,4,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,1,6,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,33,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,3,0,11,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,21,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,3,0,24,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,4,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,12,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,28,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,20,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,35,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,33,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,6,0,4,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,4,0,1,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,7,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,3,0,27,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,34,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,0,17,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,18,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,1,9,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,3,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,5,0,28,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,28,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,2,0,26,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,0,15,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,3,0,33,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,1,31,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,5,1,7,74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,26,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,9,0,3,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,31,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,4,0,1,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,30,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,28,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,3,0,24,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,1,28,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,0,6,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,9,1,5,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,12,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,7,0,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,4,0,26,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,4,0,18,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,31,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,17,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,2,1,23,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,17,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,29,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,35,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,5,0,35,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,28,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,1,2,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,1,28,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,1,26,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,26,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,22,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,26,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,16,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
